"FCT record ID","FCT","Food ID","Locale","Food code","English name","Local name","Sub-group code","Alternative Name","Tags","Water","Total nitrogen","Nitrogen conversion factor","Protein","Fat","Carbohydrate","Energy (kcal)","Energy (kJ)","Alcohol","Englyst fibre","Starch","Total sugars","AOAC","Non-milk extrinsic sugars","Intrinsic and milk sugars","Glucose","Fructose","Maltose","Lactose","Sucrose","Other sugars (UK)","FS Table sugar","FS Other Added Sugar","FS Honey","FS Fruit Juice","FS Dried Fruit","FS Fruit Puree","FS Stewed Fruit","FS Vegetable Puree","Satd FA","Cis-Mon FA","Cis-n3 FA","Cis-n6 FA","Trans FA","Cholesterol","Retinol","Total carotene","Alpha-carotene","Beta-carotene","Beta cryptoxanthin","Vitamin A","Vitamin D","Thiamin","Riboflavin","Niacin","Tryptophan/60","Niacin equivalent","Vitamin C","Vitamin E","Vitamin B6","Vitamin B12","Folate","Pantothenic acid","Biotin","Sodium","Potassium","Calcium","Magnesium","Phosphorus","Iron","Haem iron","Non-haem iron","Copper","Zinc","Chloride","Iodine","Manganese","Selenium","Total FS","Fruit","Dried fruit","Fruit juice","Smoothie fruit","Tomatoes","Tomato puree","Brassicaceae","Yellow Red Green","Beans","Nuts","Other Vegetables","Beef","Lamb","Pork","Processed Red Meat","Other Red Meat","Burgers","Sausages","Offal","Poultry","Processed Poultry","Game Birds","White Fish","Oily Fish","Canned Tuna","Shellfish","Cottage Cheese","Cheddar Cheese","Other Cheese","Vitamin A, retinol activity equivalents"
"802","UK_NDB_3","30829","UK_current","19POBAWI","Potato bake, with cream and bacon","Potato bake, with cream and bacon","39B","","","73.5","0.8","6.76","5","7","12.5","130","543","0","0.7","11","1.5","1.1","0","1.5","0.2","0.2","0","0.9","0.1","0","0","0","0","0","0","0","0","0","3.04","2.42","0.16","0.53","0.14","38","73","43","0","42","0","80","0.6","0.15","0.1","0.4","1.2","1.6","6.3","0.9","0.1","0.5","18","0.5","3","162","292","92","18","96","0.4","0","0.4","0.07","0.6","298","13","0.08","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.43","0",""
"9490","UK_NDB_3","30830","UK_current","19POBEUN","Pork belly, uncooked (including fat)","Pork belly, uncooked (including fat)","25B","","","73.2","3.6","6.25","22.8","4.5","0","132","554","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.54","2.01","0.04","0.51","0.02","67","0","0","0","0","0","0","0.6","0.45","0.09","10.4","4.8","15.2","0","0.3","0.3","0.5","1","0.9","4","55","372","5","26","202","0.6","0.2","0.4","0.02","1.8","40","5","0.01","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"9455","UK_NDB_3","30831","UK_current","19POCHFR","Pork chop, fried","Pork loin chop, fried","25B","","","39.7","2.9","6.25","18.3","4.2","0","111","467","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3","1.51","0.1","0.85","0.03","53","0","0","0","0","0","0","0.42","0.59","0.14","5.9","3.7","9.6","0","0.2","0.3","0.2","1","2.1","3","39","267","9","18","161","0.6","0.2","0.3","0.02","1.4","37","2","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"1026","UK_NDB_3","30832","UK_current","19POCHGR","Pork chop, grilled, fat eaten","Pork chop/loin, grilled, fat eaten","25B","","","54.3","5.3","6.25","33.3","11.5","0","237","992","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.27","4.64","1.07","1.5","0.02","86","0","0","0","0","0","0","1.3","0.72","0.16","8.2","7","15.2","0","0.2","0.2","0.5","4","1","7","54","422","6","30","243","0.6","0.3","0.3","0.08","1.9","70","3","0.01","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"638","UK_NDB_3","30858","UK_current","19POCR","Pouring cream","Pouring cream","13B","","","77","0.5","6.38","3.3","19.1","2.2","193","798","0","0","0","2.2","0","0","2.2","0","0","0","2.2","0","0","0","0","0","0","0","0","0","0","12.15","4.54","0.11","0.49","0.68","55","291","169","0","169","0","319","0.26","0.03","0.19","0.1","0.5","0.6","1","0.5","0","0.4","5","0.3","3","29","104","89","8","79","0","0","0","0.01","0.3","80","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"5790","UK_NDB_3","30833","UK_current","19POCUWI","Potato curry, with tomatoes","Potato curry, with tomatoes","39B","","","84.9","0.2","6.25","1.4","1.7","9.9","58","246","0","1","7.1","2.6","1.6","0","2.6","1.2","1.1","0","0","0.4","0","0","0","0","0","0","0","0","0.7","0.22","0.33","0.05","0.97","0","0","0","222","1","209","24","37","0","0.14","0.02","0.7","0.3","0.9","10.9","1.3","0.1","0","13","0.2","1","4","262","13","13","27","0.6","0","0.6","0.06","0.2","69","2","0.18","0","0.7","0","0","0","0","34.51","0","0","1.35","0","0","21.65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"5735","UK_NDB_3","30851","UK_current","19POES","Pork escalope","Pork escalope","25B","","","34","5.2","7.72","32.5","18","13.9","344","1442","0","0.4","13.2","0.7","0.6","0","0.7","0","0.1","0.5","0","0.1","0","0","0","0","0","0","0","0","0","4.59","8.25","1.39","3.18","0.02","121","17","0","0","0","0","17","1.55","0.72","0.21","7.6","6.9","14.5","0","1.8","0.2","0.8","11","1.1","9","284","423","32","33","258","1.1","0.3","0.9","0.12","2","438","10","0.16","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69.968","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"7232","UK_NDB_3","30834","UK_current","19POFAFR","Potato farl/cake, fried","Potato farl/cake/bread/scone, fried","38C","","","55","0.6","6.25","3.8","9.6","39.5","249","1049","0","2.1","32.2","7.4","2.8","0","7.4","1.2","1.2","0.5","3.7","0.8","0","0","0","0","0","0","0","0","0","1.59","4.13","0.5","1.85","0","0","0","2","0","2","0","0","0","0.11","0.03","0.8","1","1.8","1.9","1.8","0.1","0","4","0.1","1","351","170","123","15","388","0.9","0","0.9","0.17","0.5","207","12","0.59","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"9462","UK_NDB_3","30835","UK_current","19POFITE","Pork fillet (tenderloin)","Pork fillet (tenderloin), grilled","25B","","","59.7","5.8","6.25","36.3","0.8","0","152","647","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.25","0.24","0.02","0.17","0","102","0","0","0","0","0","0","0.2","1.37","0.45","14.2","7.6","21.8","0","0.5","0.5","0.8","6","1.9","8","67","668","10","45","358","1.6","0.6","1","0.08","2.7","81","5","0.02","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"9202","UK_NDB_3","30836","UK_current","19POFL","Potato flour","Potato flour","1R","","","7.6","1.5","6.25","9.1","0.9","75.6","328","1398","0","5.7","73","2.6","0.2","0","2.6","0.7","0.6","0","0","1.3","0","0","0","0","0","0","0","0","0","0.18","0","0.13","0.41","0","0","0","0","0","0","0","0","0","0.42","0.08","1.4","2.2","3.6","10","0.3","0.4","0","35","0.4","0","31","1580","22","75","160","1.8","0","1.8","0.35","1.3","290","13","0.4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"9451","UK_NDB_3","30837","UK_current","19POJO00","Roast pork (fat not eaten)","Roast pork, fat not eaten","25B","","","61.4","4.8","6.26","30.1","6.8","0","182","763","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.43","2.55","0.12","0.99","0.04","79","0","0","0","0","0","0","0.68","0.78","0.2","6.5","6.2","12.7","0","0","0.4","0.8","2","1.9","5","61","365","12","25","225","0.8","0.3","0.5","0.06","2.8","60","5","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"9450","UK_NDB_3","30838","UK_current","19POJORO","Roast pork (fat eaten)","Roast pork, fat eaten","25B","","","54","4.3","6.25","26.8","17.9","0","268","1116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.24","7.2","0.39","2.77","0.12","82","0","0","0","0","0","0","1.07","0.66","0.19","5.8","5.2","11","0","0","0.3","0.7","2","1.7","6","61","327","11","22","199","0.7","0.3","0.4","0.06","2.3","60","5","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"9490","UK_NDB_3","30839","UK_current","19POLEUN","Pork leg, uncooked (including fat)","Pork leg, uncooked (including fat)","25B","","","73.2","3.6","6.25","22.8","4.5","0","132","554","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.54","2.01","0.04","0.51","0.02","67","0","0","0","0","0","0","0.6","0.45","0.09","10.4","4.8","15.2","0","0.3","0.3","0.5","1","0.9","4","55","372","5","26","202","0.6","0.2","0.4","0.02","1.8","40","5","0.01","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"9489","UK_NDB_3","30840","UK_current","19POMIUN","Pork, minced, uncooked (including fat)","Pork, minced, uncooked (including fat)","25B","","","70.4","3.1","6.25","19.2","9.7","0","164","685","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.57","3.81","0.19","1.36","0.04","66","0","0","0","0","0","0","0.8","0.96","0.22","6.5","3.5","10","0","0.3","0.2","0.5","2","1.3","1","66","390","7","20","190","0.9","0.4","0.5","0.06","2.4","67","5","0.01","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2609","UK_NDB_3","30035","UK_current","19PONEFR","Potato, new, fried/roasted without oil","Potato, new, fried/roasted without oil","39B","","","77","0.3","7.62","2","0.4","20.7","88","377","0","1.3","19.2","1.5","2","0","1.5","0.4","0.3","0","0","0.8","0","0","0","0","0","0","0","0","0","0.1","0.01","0.04","0.11","0","0","0","0","0","0","0","0","0","0.16","0.02","0.5","0.4","1","13.3","0.1","0.4","0","27","0.5","0","12","348","7","16","38","0.4","0","0.4","0.09","0.2","61","4","0.12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2608","UK_NDB_3","41191","UK_current","19POOLFR","Potato, old, fried/roasted without oil","Potato, old, fried/roasted without oil","39B","","","78.9","0.3","6.25","1.8","0.1","17.5","74","315","0","1","16.7","0.8","1.6","0","0.8","0.3","0.3","0","0","0.2","0","0","0","0","0","0","0","0","0","0.04","0.01","0","0.01","0","0","0","0","0","0","0","0","0","0.21","0","0.5","0.4","0.9","9.2","0","0.1","0","18","0.4","0","1","365","6","18","31","0.3","0","0.3","0.06","0.2","74","1","0.12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"11382","UK_NDB_3","30841","UK_current","19POPUBO","Boiled potato puree","Boiled potato puree","39B","","","78.9","0.3","6.25","1.8","0.1","17.5","74","315","0","1","16.7","0.8","1.6","0","0.8","0.3","0.3","0","0","0.2","0","0","0","0","0","0","0","0","0","0.04","0.01","0","0.01","0","0","0","0","0","0","0","0","0","0.21","0","0.5","0.4","0.9","9.2","0","0.1","0","18","0.4","0","1","365","6","18","31","0.3","0","0.3","0.06","0.2","74","1","0.12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"1828","UK_NDB_3","30842","UK_current","19PORA","Potato, raw","Potato, raw","39B","","","81.7","0.3","6.25","1.7","0.3","16.1","70","298","0","1","14.8","1.3","1.8","0","1.3","0.3","0.3","0","0","0.7","0","0","0","0","0","0","0","0","0","0.06","0.01","0.03","0.09","0","0","0","0","0","0","0","0","0","0.15","0.02","0.4","0.4","0.8","16","0.1","0.4","0","25","0.4","0","11","320","6","14","34","0.3","0","0.3","0.09","0.2","57","3","0.1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"5329","UK_NDB_3","30843","UK_current","19PORPOT","Porridge pot, syrup/fruit flavour, uncooked (e.g. Oat so Simple fruit flavours)","Porridge pot, syrup/fruit flavour, uncooked (e.g. Oat so Simple fruit flavours)","5R","","","9.7","1.5","5.83","8.8","6.3","73.8","369","1564","0","5.4","52.8","21","7.2","20.1","0.9","0.1","0.8","0","0","20.1","0","10.8","0","0","0","7.5","0","0","0","1.2","2.06","0.07","2.11","0.01","0","0","0","0","0","0","0","0","0.27","0.03","0.6","2.5","3.1","0","0.3","0.3","0","26","0.8","9","20","343","48","104","365","3.6","0","3.6","0.26","2","18","5","3.68","3","10.8","0","5.88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"5329","UK_NDB_3","30844","UK_current","19POSA00","Porridge sachet, syrup/fruit flavour, uncooked (e.g. Oat so Simple fruit flavours)","Porridge sachet, syrup/fruit flavour, uncooked (e.g. Oat so Simple fruit flavours)","5R","","","9.7","1.5","5.83","8.8","6.3","73.8","369","1564","0","5.4","52.8","21","7.2","20.1","0.9","0.1","0.8","0","0","20.1","0","10.8","0","0","0","7.5","0","0","0","1.2","2.06","0.07","2.11","0.01","0","0","0","0","0","0","0","0","0.27","0.03","0.6","2.5","3.1","0","0.3","0.3","0","26","0.8","9","20","343","48","104","365","3.6","0","3.6","0.26","2","18","5","3.68","3","10.8","0","5.88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"1907","UK_NDB_3","30845","UK_current","19POSA01","Potato salad, with mayonnaise/salad cream","Potato salad, with mayonnaise/salad cream","39A","","","73.6","0.2","6.25","1.3","8.6","14.3","136","569","0","0.9","12.7","1.7","1.1","0.9","0.8","0.4","0.3","0","0","0.9","0","0.8","0","0","0","0","0","0","0","0.97","5.35","0.65","1.57","0","7","1","42","0","42","0","9","0.05","0.09","0.02","0.3","0.2","0.5","6.3","2.5","0.2","0.1","14","0.3","1","206","179","8","9","28","0.3","0","0.3","0.05","0.1","326","13","0.07","1","0.8","0","0","0","0","0","0","0","0.1","0","0","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"3797","UK_NDB_3","33195","UK_current","19POSAOM","Porridge sachet, plain, made up with milk (e.g. Oat So Simple Original)","Porridge sachet, plain, made up with milk (e.g. Oat So Simple Original)","5R","","","79.9","0.7","6.31","4.4","2.4","11.6","82","347","0","0.8","7.7","3.8","0.9","0","3.8","0","0","0","3.8","0","0","0","0","0","0","0","0","0","0","1.06","0.69","0.02","0.4","0.06","6","16","7","0","7","0","17","0","0.1","0.15","0.2","0.9","0.9","0.9","0.1","0.1","0.3","8","0.7","4","37","181","111","23","131","0.4","0","0.4","0.05","0.7","87","23","0.44","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"10515","UK_NDB_3","30847","UK_current","19POSAOR","Porridge sachet, plain, uncooked (e.g. Quaker Oat so Simple Original)","Porridge sachet, plain, uncooked (e.g. Quaker Oat so Simple Original)","5R","","","5.6","1.9","5.83","11.4","7.1","66.8","360","1524","0","6.8","65.8","1","9","0","1","0","0","0.5","0","0.5","0","0","0","0","0","0","0","0","0","1.12","3.13","0.06","2.34","0.01","0","0","0","0","0","0","0","0","0.86","1.14","0.7","2.7","3.4","0","0.3","0.3","0.8","28","0.4","13","6","343","48","104","365","3.6","0","3.6","0.26","2","144","5","3.68","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"5331","UK_NDB_3","30846","UK_current","19POSASY","Porridge sachet, syrup/fruit flavour, made up with milk (e.g. Oat So Simple apple and blueberry)","Porridge sachet, syrup/fruit flavour, made up with milk (e.g. Oat So Simple apple and blueberry)","5R","","","76.4","0.7","6.29","4.4","2.4","15.6","98","412","0","0.9","8.6","7","1.2","3.3","3.8","0","0.1","0","3.6","3.3","0","1.8","0","0","0","1.2","0","0","0","1.07","0.65","0.02","0.39","0.06","6","15","7","0","7","0","16","0","0.07","0.14","0.2","1","1.2","0.8","0.1","0.1","0.3","10","0.7","4","38","186","108","25","140","0.6","0","0.6","0.04","0.7","76","22","0.6","1","1.8","0","0.96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"1278","UK_NDB_3","30848","UK_current","19POSAUN","Pork sausage, uncooked","Pork sausage, uncooked","30B","","","52.4","1.8","6.25","11","23.2","10.9","297","1232","0","1.5","7.4","3.5","2.8","0","3.5","1.2","0","2.2","0","0.1","0","3.4","0","0","0","0","0","0","0","8.92","9.74","0.25","2.95","0.19","62","0","0","0","0","0","0","0.92","0.03","0.11","2.5","1.5","4","7","0.9","0.1","1","13","0.8","5","805","160","103","13","175","0.8","0.3","0.5","0.07","0.8","1156","7","0.17","5","3.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0",""
"1907","UK_NDB_3","30849","UK_current","19POSAWI","Potato salad, with an oil-based/French type dressing","Potato salad, with an oil-based/French type dressing","39A","","","73.6","0.2","6.25","1.3","8.6","14.3","136","569","0","0.9","12.7","1.7","1.1","0.9","0.8","0.4","0.3","0","0","0.9","0","0.8","0","0","0","0","0","0","0","0.97","5.35","0.65","1.57","0","7","1","42","0","42","0","9","0.05","0.09","0.02","0.3","0.2","0.5","6.3","2.5","0.2","0.1","14","0.3","1","206","179","8","9","28","0.3","0","0.3","0.05","0.1","326","13","0.07","1","0.8","0","0","0","0","0","0","0","0.1","0","0","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"1883","UK_NDB_3","30850","UK_current","19POSH00","Potato shapes (e.g. Alphabites, Smilies), grilled/baked","Potato shapes (e.g. Alphabites, Smilies), grilled/baked","38C","","","55.4","0.4","6.25","2.6","8.7","27.2","190","800","0","2.2","26.5","0.7","2.9","0","0.7","0.3","0","0","0","0.3","0","0","0","0","0","0","0","0","0","1.1","3.45","0.19","3.63","0.02","0","0","0","0","0","0","0","0","0.19","0.02","0.8","0.5","1.3","43.8","2.7","0.1","0","17","0.3","1","225","423","29","22","55","0.7","0","0.7","0.13","0.4","376","2","0.16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"1879","UK_NDB_3","30859","UK_current","19POSHEG","Potato shapes (e.g. Alphabites, Smilies), fried","Potato shapes (e.g. Alphabites, Smilies), fried","38C","","","44","0.5","7.35","2.9","16","30.3","269","1125","0","2.4","29.5","0.8","3.2","0","0.8","0.3","0","0","0","0.3","0","0","0","0","0","0","0","0","0","1.64","7.47","0.64","5.61","0.02","0","0","0","0","0","0","0","0","0.21","0.02","0.9","0.6","1.4","48.7","4.4","0.1","0","19","0.3","1","250","471","32","24","61","0.8","0","0.8","0.14","0.4","418","3","0.18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"9443","UK_NDB_3","30860","UK_current","19POSP00","Roast/grilled pork spare rib (fat not eaten)","Roast pork spare rib, fat eaten","25B","","","60","4.8","6.25","30","9","0","201","843","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.18","3.35","0.16","1.37","0.06","92","0","0","0","0","0","0","0.68","0.58","0.29","4.7","6.2","10.9","0","0","0.4","0.8","4","1.9","5","65","320","8","24","220","1.3","0.5","0.8","0.12","4.5","60","5","0.02","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"9442","UK_NDB_3","30861","UK_current","19POSPRI","Roast/grilled pork spare rib (fat eaten)","Roast pork spare rib, fat not eaten","25B","","","55.9","3.9","6.25","24.4","18","0","260","1081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.71","6.8","0.34","2.84","0.11","92","0","0","0","0","0","0","1.08","0.48","0.25","3.6","5.6","9.2","0","0","0.3","0.7","3","1.6","6","64","284","9","20","187","1","0.4","0.6","0.1","3.3","60","5","0.01","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"11584","UK_NDB_3","30909","UK_current","19POSTFR","Pork stir fry (meat and vegetables)","Pork stir fry (meat and vegetables)","25B","","","76.1","2.4","6.25","14.9","3.7","2.9","103","434","0","1.1","0.3","2.4","1.4","0.2","2.3","0.7","0.6","0","0","1.1","0","0.2","0","0","0","0","0","0","0","0.99","1.63","0.11","0.63","0","36","0","2198","579","1908","0","366","0.48","0.35","0.09","3.7","3.3","7","13.4","0.5","0.1","0.2","14","0.5","3","206","279","19","20","124","0.5","0.1","0.4","0.06","0.9","384","2","0.07","12","0.2","0","0","0","0","0","0","8.8","19.53","0.55","0","27.23","0","0","40.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"3733","UK_NDB_3","30862","UK_current","19POT99","Potassium (99mg), tablet","Potassium (99mg)","54M","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"3349","UK_NDB_3","30863","UK_current","19POUN","Polenta (uncooked)","Polenta (uncooked)","1R","","","77.1","0.3","6.25","1.9","0.4","15.2","68","290","0","0.6","15.2","0","1.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0.06","0.01","0.18","0","0","0","0","0","0","0","0","0","0.05","0","0.3","0.2","0.5","0","0","0","0","5","0.1","1","541","27","5","7","20","0.1","0","0.1","0","0.1","813","0","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"1401","UK_NDB_3","30864","UK_current","19POUN00","Pollock, uncooked","Pollock, uncooked","34D","","","81.6","2.8","6.25","17.5","0.6","0","75","320","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.16","0.14","0.08","0.03","0","52","2","0","0","0","0","2","0","0.06","0.08","2.3","2.6","4.9","0","0.7","0.1","1.5","7","0.3","1","91","322","12","25","169","0.1","0","0.1","0.02","0.3","165","196","0.01","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","0",""
"10354","UK_NDB_3","30865","UK_current","19PPMEBR","Promax protein meal bar","Promax protein meal bar","7A","","","16.1","5.4","6.25","33.7","8","33.5","332","1404","0","9.5","22.3","11.2","12.7","10.5","0.7","3.3","0","1.2","0.5","4.7","0","3.4","1.6","0","0","0","0","0","0","5.15","1.64","0.02","0.18","0.07","6","24","11","0","11","0","26","0","0.07","0.49","0.4","9.3","9.7","0","0.5","0","0.6","11","0.7","4","60","390","215","55","202","1.4","0","1.4","0.24","1.1","78","55","0.22","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"1641","UK_NDB_3","30866","UK_current","19PRBI","Prawn biryani","Prawn biryani","34F","","","66.8","0.8","8.04","4.6","3.2","23.7","136","577","0","0.5","22.7","0.9","0.9","0","0.9","0.3","0.3","0","0","0.3","0","0","0","0","0","0","0","0","0","1.88","0.79","0.06","0.19","0.1","31","33","23","0","23","0","37","0.03","0.07","0.01","1.2","1.1","2.3","0.6","0.5","0.1","0.3","8","0.3","2","253","85","21","15","69","0.4","0","0.4","0.12","0.5","384","4","0.29","10","0","0","0","0","0","0","0","0","0","0","0","11.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.85","0","0","0",""
"11550","UK_NDB_3","32984","UK_current","19PRCOWR","Prawn cocktail wrap","Prawn cocktail wrap, white","62R","","","57.2","1.8","5.99","10.8","4.7","24.6","178","752","0","1.6","22.6","2","1.8","0.4","1.6","0.1","0.2","1.4","0","0.2","0","0.9","0","0","0","0","0","0","0","0.62","2.49","0.35","0.93","0.01","61","0","7","0","7","0","1","0.02","0.12","0.06","1.2","2.4","3.7","0","2.1","0.1","0.7","31","0.4","2","503","109","117","27","109","1.2","0.1","1.1","0.19","0.9","704","12","0.33","15","0.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","0","0","0",""
"9328","UK_NDB_3","30868","UK_current","19PRCURE","Prawn curry, ready meal, with rice","Prawn curry, ready meal, with rice","34E","","","66","0.7","6.1","4.4","4.1","15.7","113","478","0","0.6","13.6","2.1","1.7","1","1.1","0.5","0.6","0","0.1","0.9","0","0","0","0","0","0","0","0","0.2","1.2","1.52","0.09","0.63","0.13","34","51","161","5","142","33","77","0.02","0.03","0.04","0.7","0.6","1.3","1.5","1.3","0.1","0.8","10","0.2","2","210","158","26","18","67","0.8","0","0.8","0.13","0.6","360","8","0.4","8","0.2","2.93","0","0","0","2.5","1.17","0","1.8","0","0","3.03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.63","0","0","0",""
"5252","UK_NDB_3","30026","UK_current","19PRFLIC","Premium flavoured ice cream (e.g. Movenpick white peach)","Premium flavoured ice cream (e.g. Kelly's Clotted Cream and Raspberry Ripple)","53R","Premium flavoured icecream (e.g. Kelly's Clotted Cream and Raspberry Ripple)","","61.5","0.5","6.25","3.1","10.7","24.5","200","840","0","0.2","0","24.5","0.7","18.7","5.9","0","0","0","6.9","17.6","0","18.1","0.8","0","0","0","1.1","0","0","7.1","2.28","0.08","0.18","0.45","47","164","80","0","80","0","177","0.3","0.1","0.28","0.2","0.9","1.1","1","0.3","0","1","6","1.1","2","30","174","100","12","91","0","0","0","0","0.3","104","57","0","2","20","16","0","8.88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"9505","UK_NDB_3","30869","UK_current","19PRIR00","Prescription iron supplement: Ferrous gluconate 300mg (35mg Iron), tablet","Prescription iron supplement: Ferrous gluconate 300mg (35mg Iron)","54E","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
